location,no,size_type,pod,weight,vessel_name_in,voyage_in,vessel_name_out,voyage_out
*0A0040101,YMMU6092260,45G1,CNNBO,4200,UASTI,002E,,
*0A0040102,YMLU8537638,45G1,CNNBO,4200,UASTI,002E,,
*0A0040103,TEMU8787963,45G1,CNNBO,4200,UASTI,002E,,
*0A0040201,YMLU8575941,45G1,CNNBO,4200,UASTI,002E,,
*0A0040202,TEMU7658787,45G1,CNNBO,4200,UASTI,002E,,
*0A0040203,YMLU8787370,45G1,CNNBO,4200,UASTI,002E,,
*0A0040204,TCNU3093492,45G1,CNNBO,4200,UASTI,002E,,
*0A0040301,BMOU4256158,45G1,CNNBO,4200,UASTI,002E,,
*0A0040302,TCNU3163687,45G1,CNNBO,4200,UASTI,002E,,
*0A0040303,YMLU8890943,45G1,CNNBO,4200,UASTI,002E,,
*0A0040304,YMLU8810146,45G1,CNNBO,4200,UASTI,002E,,
*0A0040305,TCNU2318070,45G1,CNNBO,4200,UASTI,002E,,
*0A0040401,YMLU8951571,45G1,CNNBO,4200,UASTI,002E,,
*0A0040402,YMMU6063507,45G1,CNNBO,4200,UASTI,002E,,
*0A0040403,TEMU8782112,45G1,CNNBO,4200,UASTI,002E,,
*0A0040404,BMOU5688639,45G1,CNNBO,4200,UASTI,002E,,
*0A0040405,YMLU9031670,45G1,CNNBO,4200,UASTI,002E,,
*0A0040501,YMLU8990140,45G1,CNNBO,4200,UASTI,002E,,
*0A0040502,BSIU9772300,45G1,CNNBO,4200,UASTI,002E,,
*0A0040503,YMLU8938841,45G1,CNNBO,4200,UASTI,002E,,
*0A0040504,YMLU9011123,45G1,CNNBO,4200,UASTI,002E,,
*0A0040505,SEGU6195341,45G1,CNNBO,4200,UASTI,002E,,
*0A0040601,YMLU8863830,45G1,CNNBO,4200,UASTI,002E,,
*0A0040602,TCNU3039188,45G1,CNNBO,4200,UASTI,002E,,
*0A0040603,BMOU5622061,45G1,CNNBO,4200,UASTI,002E,,
*0A0040604,BMOU4717774,45G1,CNNBO,4200,UASTI,002E,,
*0A0040605,YMLU8722997,45G1,CNNBO,4200,UASTI,002E,,
*0A0040701,TEMU8794598,45G1,CNNBO,4200,UASTI,002E,,
*0A0040702,YMMU6080459,45G1,CNNBO,4200,UASTI,002E,,
*0A0040703,MAGU5684220,45G1,CNNBO,4200,UASTI,002E,,
*0A0040704,SEGU4036171,45G1,CNNBO,4200,UASTI,002E,,
*0A0040705,SEGU4435551,45G1,CNNBO,4200,UASTI,002E,,
*0A0040801,TCNU4664791,45G1,CNNBO,4200,UASTI,002E,,
*0A0040802,TCNU3821788,45G1,CNNBO,4200,UASTI,002E,,
*0A0040803,YMLU8675386,45G1,CNNBO,4200,UASTI,002E,,
*0A0040804,TEMU8596756,45G1,CNNBO,4200,UASTI,002E,,
*0A0040805,SEGU4255117,45G1,CNNBO,4200,UASTI,002E,,
*0A0040901,TCNU4187003,45G1,CNNBO,4200,UASTI,002E,,
*0A0040902,TEMU8945647,45G1,CNNBO,4200,UASTI,002E,,
*0A0040903,TEMU8780634,45G1,CNNBO,4200,UASTI,002E,,
*0A0040904,MAGU5687928,45G1,CNNBO,4200,UASTI,002E,,
*0A0040905,YMLU8885905,45G1,CNNBO,4200,UASTI,002E,,
*0A0041001,SEGU5740040,45G1,CNNBO,4200,UASTI,002E,,
*0A0041002,TEMU8811550,45G1,CNNBO,4200,UASTI,002E,,
*0A0041003,YMLU8646264,45G1,CNNBO,4200,UASTI,002E,,
*0A0041004,BMOU6063409,45G1,CNNBO,4200,UASTI,002E,,
*0A0041005,BEAU4497778,45G1,CNNBO,4200,UASTI,002E,,
*0A0041101,YMLU8529421,45G1,CNNBO,4200,UASTI,002E,,
*0A0041102,YMLU8677033,45G1,CNNBO,4200,UASTI,002E,,
*0A0041103,SEGU4362584,45G1,CNNBO,4200,UASTI,002E,,
*0A0041104,YMMU6079798,45G1,CNNBO,4200,UASTI,002E,,
*0A0041105,BMOU6199695,45G1,CNNBO,4200,UASTI,002E,,
*0A0041201,YMMU6155970,45G1,CNNBO,4200,UASTI,002E,,
*0A0041202,SEGU6177918,45G1,CNNBO,4200,UASTI,002E,,
*0A0041203,TCNU5218599,45G1,CNNBO,4200,UASTI,002E,,
*0A0041204,BMOU6837090,45G1,CNNBO,4200,UASTI,002E,,
*0A0041205,TEMU7673647,45G1,CNNBO,4200,UASTI,002E,,
*0A0041301,FCIU9393803,45G1,CNNBO,4200,UASTI,002E,,
*0A0041302,TCNU8378230,45G1,CNNBO,4200,UASTI,002E,,
*0A0041303,YMMU6098015,45G1,CNNBO,4200,UASTI,002E,,
*0A0041304,YMLU8987677,45G1,CNNBO,4200,UASTI,002E,,
*0A0041305,YMMU6041920,45G1,CNNBO,4200,UASTI,002E,,
*0A0041401,SEGU6142779,45G1,CNNBO,4200,UASTI,002E,,
*0A0041402,SEGU5300020,45G1,CNNBO,4200,UASTI,002E,,
*0A0041403,YMMU6043270,45G1,CNNBO,4200,UASTI,002E,,
*0A0041404,TEMU7666118,45G1,CNNBO,4200,UASTI,002E,,
*0A0041405,BMOU6052960,45G1,CNNBO,4200,UASTI,002E,,
*0A0041501,BMOU6312008,45G1,CNNBO,4200,UASTI,002E,,
*0A0041502,TCNU3788951,45G1,CNNBO,4200,UASTI,002E,,
*0A0041503,YMLU8454981,45G1,CNNBO,4200,UASTI,002E,,
*0A0041504,YMLU8419738,45G1,CNNBO,4200,UASTI,002E,,
*0A0041505,TCNU3657611,45G1,CNNBO,4200,UASTI,002E,,
*0A0041601,TCNU3530925,45G1,CNNBO,4200,UASTI,002E,,
*0A0041602,YMLU8377756,45G1,CNNBO,4200,UASTI,002E,,
*0A0041603,YMLU8488132,45G1,CNNBO,4200,UASTI,002E,,
*0A0041604,YMLU8618093,45G1,CNNBO,4200,UASTI,002E,,
*0A0110101,CBHU5594648,23GP,CNDAL,2300,,,COSTB,142N
*0A0110102,TGHU1071496,23GP,CNDAL,2300,,,COSTB,142N
*0A0110103,SEGU1921415,23GP,CNDAL,2300,,,COSTB,142N
*0A0110201,FCIU5758919,23GP,CNDAL,2300,,,COSTB,142N
*0A0110202,CBHU4102851,23GP,CNDAL,2300,,,COSTB,142N
*0A0110203,CCLU3909279,23GP,CNDAL,2300,,,COSTB,142N
*0A0110204,TCKU3480692,23GP,CNDAL,2300,,,COSTB,142N
*0A0110301,CAIU3522926,23GP,CNDAL,2300,,,COSTB,142N
*0A0110302,CSLU2101604,23GP,CNDAL,2300,,,COSTB,142N
*0A0110303,FCIU5123245,23GP,CNDAL,2300,,,COSTB,142N
*0A0110304,CSLU1522450,23GP,CNDAL,2300,,,COSTB,142N
*0A0110305,CSNU1007740,23GP,CNDAL,2300,,,COSTB,142N
*0A0110401,CSLU2047530,23GP,CNDAL,2300,,,COSTB,142N
*0A0110402,TCKU2447010,23GP,CNDAL,2300,,,COSTB,142N
*0A0110403,CCLU3436730,23GP,CNDAL,2300,,,COSTB,142N
*0A0110404,FCIU6126594,23GP,CNDAL,2300,,,COSTB,142N
*0A0110405,TCLU1946156,23GP,CNDAL,2300,,,COSTB,142N
*0A0110501,CSLU1788482,23GP,CNDAL,2300,,,COSTB,142N
*0A0110502,CBHU5590283,23GP,CNDAL,2300,,,COSTB,142N
*0A0110503,BMOU2420046,23GP,CNDAL,2300,,,COSTB,142N
*0A0110504,GLDU9309748,23GP,CNDAL,2300,,,COSTB,142N
*0A0110505,CCLU3600839,23GP,CNDAL,2300,,,COSTB,142N
*0A0110601,CCLU3769691,23GP,CNDAL,2300,,,COSTB,142N
*0A0110602,UETU2381490,23GP,CNDAL,2300,,,COSTB,142N
*0A0110603,BEAU2251980,23GP,CNDAL,2300,,,COSTB,142N
*0A0110604,CBHU5845358,23GP,CNDAL,2300,,,COSTB,142N
*0A0110605,CSLU1298989,23GP,CNDAL,2300,,,COSTB,142N
*0A0110701,MAGU2143047,23GP,CNDAL,2300,,,COSTB,142N
*0A0110702,TEMU3121927,23GP,CNDAL,2300,,,COSTB,142N
*0A0110703,FCIU4612426,23GP,CNDAL,2300,,,COSTB,142N
*0A0110704,CBHU5896102,23GP,CNDAL,2300,,,COSTB,142N
*0A0110705,CCLU3906346,23GP,CNDAL,2300,,,COSTB,142N
*0A0110801,CBHU5856136,23GP,CNDAL,2300,,,COSTB,142N
*0A0110802,CSLU1752237,23GP,CNDAL,2300,,,COSTB,142N
*0A0110803,CAIU3670076,23GP,CNDAL,2300,,,COSTB,142N
*0A0110804,BMOU2897039,23GP,CNDAL,2300,,,COSTB,142N
*0A0110805,CSLU1212080,23GP,CNDAL,2300,,,COSTB,142N
*0A0110901,FCIU5837643,23GP,CNDAL,2300,,,COSTB,142N
*0A0110902,FCIU5018907,23GP,CNDAL,2300,,,COSTB,142N
*0A0110903,DFSU1047135,23GP,CNDAL,2300,,,COSTB,142N
*0A0110904,TEMU3039320,23GP,CNDAL,2300,,,COSTB,142N
*0A0110905,TRHU1774206,23GP,CNDAL,2300,,,COSTB,142N
*0A0111001,CCLU3666775,23GP,CNDAL,2300,,,COSTB,142N
*0A0111002,TEMU4142518,23GP,CNDAL,2300,,,COSTB,142N
*0A0111003,CBHU5505039,23GP,CNDAL,2300,,,COSTB,142N
*0A0111004,DFSU1549874,23GP,CNDAL,2300,,,COSTB,142N
*0A0111005,CBHU4159456,23GP,CNDAL,2300,,,COSTB,142N
*0A0111101,TEMU3447410,23GP,CNDAL,2300,,,COSTB,142N
*0A0111102,TEMU3403279,23GP,CNDAL,2300,,,COSTB,142N
*0A0111103,CBHU4191421,23GP,CNDAL,2300,,,COSTB,142N
*0A0111104,CSLU1452395,23GP,CNDAL,2300,,,COSTB,142N
*0A0111105,DFSU1048110,23GP,CNDAL,2300,,,COSTB,142N
*0A0111201,CCLU3926527,23GP,CNDAL,2300,,,COSTB,142N
*0A0111202,CSLU1678567,23GP,CNDAL,2300,,,COSTB,142N
*0A0111203,TCKU2534080,23GP,CNDAL,2300,,,COSTB,142N
*0A0111204,CSLU1433944,23GP,CNDAL,2300,,,COSTB,142N
*0A0111205,CBHU5600606,23GP,CNDAL,2300,,,COSTB,142N
*0A0111301,UETU2117913,23GP,CNDAL,2300,,,COSTB,142N
*0A0111302,CBHU5532245,23GP,CNDAL,2300,,,COSTB,142N
*0A0111303,CBHU4275224,23GP,CNDAL,2300,,,COSTB,142N
*0A0111304,SEGU1525760,23GP,CNDAL,2300,,,COSTB,142N
*0A0111305,CCLU3679957,23GP,CNDAL,2300,,,COSTB,142N
*0A0111401,MAGU2264666,23GP,CNDAL,2300,,,COSTB,142N
*0A0111402,BEAU2305876,23GP,CNDAL,2300,,,COSTB,142N
*0A0111403,TEMU3406874,23GP,CNDAL,2300,,,COSTB,142N
*0A0111404,CBHU4254514,23GP,CNDAL,2300,,,COSTB,142N
*0A0111405,RFCU2070677,23GP,CNDAL,2300,,,COSTB,142N
*0A0111501,CCLU3795725,23GP,CNDAL,2300,,,COSTB,142N
*0A0111502,TRHU2443985,23GP,CNDAL,2300,,,COSTB,142N
*0A0111503,IPXU3410821,23GP,CNDAL,2300,,,COSTB,142N
*0A0111504,CSLU2203000,23GP,CNDAL,2300,,,COSTB,142N
*0A0111505,CSNU1098231,23GP,CNDAL,2300,,,COSTB,142N
*0A0111601,CCLU2965555,23GP,CNDAL,2300,,,COSTB,142N
*0A0111602,TCKU2240640,23GP,CNDAL,2300,,,COSTB,142N
*0A0111603,CCLU3665315,23GP,CNDAL,2300,,,COSTB,142N
*0A0111604,CAIU2329893,23GP,CNDAL,2300,,,COSTB,142N
*0B0160501,TCNU6415587,45G1,CNNBO,4200,UASTI,002E,,
*0B0160502,YMLU8855834,45G1,CNNBO,4200,UASTI,002E,,
*0B0160503,YMLU8947695,45G1,CNNBO,4200,UASTI,002E,,
*0B0160601,YMLU8880098,45G1,CNNBO,4200,UASTI,002E,,
*0B0160602,SEGU5408859,45G1,CNNBO,4200,UASTI,002E,,
*0B0160603,TCNU4738132,45G1,CNNBO,4200,UASTI,002E,,
*0B0160604,BEAU4502133,45G1,CNNBO,4200,UASTI,002E,,
*0B0160701,TCNU7963749,45G1,CNNBO,4200,UASTI,002E,,
*0B0160702,YMLU8691730,45G1,CNNBO,4200,UASTI,002E,,
*0B0160703,TEMU8777380,45G1,CNNBO,4200,UASTI,002E,,
*0B0160704,YMLU8699541,45G1,CNNBO,4200,UASTI,002E,,
*0B0160705,TCNU7959733,45G1,CNNBO,4200,UASTI,002E,,
*0B0160801,BEAU4489073,45G1,CNNBO,4200,UASTI,002E,,
*0B0160802,YMLU8696584,45G1,CNNBO,4200,UASTI,002E,,
*0B0160803,TCNU6137341,45G1,CNNBO,4200,UASTI,002E,,
*0B0160804,CAIU9391269,45G1,CNNBO,4200,UASTI,002E,,
*0B0160805,TCNU3049226,45G1,CNNBO,4200,UASTI,002E,,
*0B0160901,BMOU4424776,45G1,CNNBO,4200,UASTI,002E,,
*0B0160902,TEMU7069431,45G1,CNNBO,4200,UASTI,002E,,
*0B0160903,MAGU5553683,45G1,CNNBO,4200,UASTI,002E,,
*0B0160904,BSIU9780008,45G1,CNNBO,4200,UASTI,002E,,
*0B0160905,YMMU6004063,45G1,CNNBO,4200,UASTI,002E,,
*0B0161001,YMLU8994104,45G1,CNNBO,4200,UASTI,002E,,
*0B0161002,BEAU4501625,45G1,CNNBO,4200,UASTI,002E,,
*0B0161003,TCNU6484016,45G1,CNNBO,4200,UASTI,002E,,
*0B0161004,YMLU8751737,45G1,CNNBO,4200,UASTI,002E,,
*0B0161005,SEGU5740272,45G1,CNNBO,4200,UASTI,002E,,
*0B0161101,BMOU6304532,45G1,CNNBO,4200,UASTI,002E,,
*0B0161102,CAIU9634203,45G1,CNNBO,4200,UASTI,002E,,
*0B0161103,BEAU4501667,45G1,CNNBO,4200,UASTI,002E,,
*0B0161104,YMLU8531645,45G1,CNNBO,4200,UASTI,002E,,
*0B0161105,MAGU5511230,45G1,CNNBO,4200,UASTI,002E,,
*0B0161201,BMOU5731170,45G1,CNNBO,4200,UASTI,002E,,
*0B0161202,YMLU9016233,45G1,CNNBO,4200,UASTI,002E,,
*0B0161203,YMLU8827869,45G1,CNNBO,4200,UASTI,002E,,
*0B0161204,BEAU4504033,45G1,CNNBO,4200,UASTI,002E,,
*0B0161205,FCIU9397440,45G1,CNNBO,4200,UASTI,002E,,
*0B0161301,TCNU4752948,45G1,CNNBO,4200,UASTI,002E,,
*0B0161302,BEAU4501604,45G1,CNNBO,4200,UASTI,002E,,
*0B0161303,TEMU7624663,45G1,CNNBO,4200,UASTI,002E,,
*0B0161304,TCNU3916456,45G1,CNNBO,4200,UASTI,002E,,
*0B0161305,TCNU6190135,45G1,CNNBO,4200,UASTI,002E,,
*0B0161401,TCNU3520486,45G1,CNNBO,4200,UASTI,002E,,
*0B0161402,TLLU4188593,45G1,CNNBO,4200,UASTI,002E,,
*0B0161403,TEMU7952277,45G1,CNNBO,4200,UASTI,002E,,
*0B0161404,BEAU4498624,45G1,CNNBO,4200,UASTI,002E,,
*0B0161405,TCNU3520526,45G1,CNNBO,4200,UASTI,002E,,
*0B0161501,TCNU4722579,45G1,CNNBO,4200,UASTI,002E,,
*0B0161502,MAGU5655197,45G1,CNNBO,4200,UASTI,002E,,
*0B0161503,YMLU8495276,45G1,CNNBO,4200,UASTI,002E,,
*0B0161504,SEGU4539880,45G1,CNNBO,4200,UASTI,002E,,
*0B0161505,YMLU8969061,45G1,CNNBO,4200,UASTI,002E,,
*0B0161601,TEMU8762672,45G1,CNNBO,4200,UASTI,002E,,
*0B0161602,YMLU8497134,45G1,CNNBO,4200,UASTI,002E,,
*0B0200901,HJCU1222556,4400,,4200,,,,
*0B0200902,HJCU1309002,4400,,4200,,,,
*0B0201001,HJCU1197345,4400,,4200,,,,
*0B0201002,HJCU1697952,4400,,4200,,,,
*0B0201003,HJCU1296862,4400,,4200,,,,
*0B0201101,HJCU1305347,4400,,4200,,,,
*0B0201102,HJCU1172877,4400,,4200,,,,
*0B0201103,HJCU1715125,4400,,4200,,,,
*0B0201201,HJCU1224559,4400,,4200,,,,
*0B0201202,HJCU1200290,4400,,4200,,,,
*0B0201203,HJCU1700510,4400,,4200,,,,
*0B0201301,HJCU1104620,4400,,4200,,,,
*0B0201302,HJCU1040530,4400,,4200,,,,
*0B0201303,HJCU1062313,4400,,4200,,,,
*0B0201401,HJCU1297581,4400,,4200,,,,
*0B0201402,HJCU1215562,4400,,4200,,,,
*0B0201403,HJCU1721909,4400,,4200,,,,
*0B0201501,HJCU1140099,4400,,4200,,,,
*0B0201502,HJCU1123830,4400,,4200,,,,
*0B0201503,HJCU1707963,4400,,4200,,,,
*0B0201601,HJCU1187861,4400,,4200,,,,
*0B0201602,HJCU1168861,45GP,,4200,,,,
*0B0201603,HJCU1144983,4400,,4200,,,,
*0B0201701,HJCU1306370,45G1,CNNBO,4200,HJSRJ,NB054W,,
*0B0201702,HJCU1173636,45G1,CNNBO,4200,HJSRJ,NB054W,,
*0B0280901,SEGU5304582,45G1,CNNBO,4200,UASTI,002E,,
*0B0280902,TCNU4602378,45G1,CNNBO,4200,UASTI,002E,,
*0B0280903,YMLU8838375,45G1,CNNBO,4200,UASTI,002E,,
*0B0281001,SEGU5401577,45G1,CNNBO,4200,UASTI,002E,,
*0B0281002,TLLU4415470,45G1,CNNBO,4200,UASTI,002E,,
*0B0281003,TCNU3539820,45G1,CNNBO,4200,UASTI,002E,,
*0B0281004,TEMU8938524,45G1,CNNBO,4200,UASTI,002E,,
*0B0281101,YMMU6057295,45G1,CNNBO,4200,UASTI,002E,,
*0B0281102,BMOU5721608,45G1,CNNBO,4200,UASTI,002E,,
*0B0281103,MAGU5508154,45G1,CNNBO,4200,UASTI,002E,,
*0B0281104,YMLU8673887,45G1,CNNBO,4200,UASTI,002E,,
*0B0281105,YMLU8839350,45G1,CNNBO,4200,UASTI,002E,,
*0B0281201,TEMU7630959,45G1,CNNBO,4200,UASTI,002E,,
*0B0281202,TCNU4609747,45G1,CNNBO,4200,UASTI,002E,,
*0B0281203,YMLU8616362,45G1,CNNBO,4200,UASTI,002E,,
*0B0281204,BMOU5691925,45G1,CNNBO,4200,UASTI,002E,,
*0B0281205,YMLU8781182,45G1,CNNBO,4200,UASTI,002E,,
*0B0281301,TEMU8141377,45G1,CNNBO,4200,UASTI,002E,,
*0B0281302,TCNU3657606,45G1,CNNBO,4200,UASTI,002E,,
*0P0010101,IRSU2247352,23GP,IRBND,26360,,,YZHOU,P742N
*0P0010201,SBAU2961941,23GP,IRBND,26492,,,YZHOU,P742N
*0P0010401,IRSU2476127,23GP,IRBND,26360,,,YZHOU,P742N
*0P0010402,IRSU2071900,23GP,IRBND,26492,,,YZHOU,P742N
*0P0010501,HDXU2069758,23GP,IRBND,26360,,,YZHOU,P742N
*0P0010502,IRSU2293548,23GP,IRBND,26492,,,YZHOU,P742N
*0P0010601,IRSU2816700,23GP,IRBND,26360,,,YZHOU,P742N
*0P0010602,IRSU2718977,23GP,IRBND,26360,,,YZHOU,P742N
*0P0030101,IRSU2654548,23GP,IRBND,26360,,,YZHOU,P742N
*0P0030102,SEGU1998905,23GP,KRINC,22360,,,NMZ20,1743E
*0P0030201,IRSU2652437,23GP,IRBND,26360,,,YZHOU,P742N
*0P0030202,SLSU2042433,23GP,KRINC,22360,,,NMZ20,1743E
*0P0030301,SBAU2978224,23GP,IRBND,26360,,,YZHOU,P742N
*0P0030302,DWSU2407478,23GP,KRINC,22360,,,NMZ20,1743E
*0P0030401,IRSU2842226,23GP,IRBND,26492,,,YZHOU,P742N
*0P0030402,IRSU2421931,23GP,IRBND,26360,,,YZHOU,P742N
*0P0030501,DWSU2404777,23GP,KRINC,22360,,,NMZ20,1743E
*0P0030502,DWSU1002520,23GP,KRINC,24300,,,NMZ20,1743E
*0P0030601,DWSU2401000,23GP,KRINC,22360,,,NMZ20,1743E
*0P0050201,BEAU2865119,22G1,MYKOK,18600,ITCBO,1741N,,
*0P0050301,SITU2761840,22G1,MYKOK,18600,ITCBO,1741N,,
*0P0050401,BMOU2737494,22G1,CNNBO,5051,ITCBO,1741N,,
*0P0050601,KKTU7632033,23GP,DEHAM,19820,,,AFIF,002W
*0P0070201,TRHU3919187,23GP,NLRTM,17480,,,RAFFS,067FM
*0P0070301,TRHU3922853,23GP,NLRTM,17480,,,RAFFS,067FM
*0P0090201,BRFU8889096,23TN,BEANR,27600,,,AFIF,002W
*0P0090301,DWSU2402748,23GP,KRINC,17420,,,NMZ20,1743E
*0P0120301,SBAU4408257,43GP,IRBND,29704,,,YZHOU,P742N
*0P0120302,WHLU4254447,42G1,CNNBO,8915,WH202,N619,,
*0P0120401,TGHU4676285,43GP,DEHAM,9357.1,,,CGBGV,243FL
*0P0120501,TCLU4087814,43GP,DEHAM,7853.55,,,CGBGV,243FL
*0P0120601,NYKU4749953,45GP,DEHAM,23665,,,AFIF,002W
*0P0120602,FSCU6527451,45GP,MATNG,29169,,,UAAMU,003W
*0P0150101,TAHU6250212,22T0,CNNBO,18410,KUCHA,228QKW,,
*0P0150102,BEAU2576271,22G1,CNNBO,22180,KUCHA,228QKW,,
*0P0150201,DVRU1604055,23GP,TWKEL,21380,,,KUCHA,231QKE
*0P0150202,BEAU2696791,22G1,CNNBO,2431,ITCBO,1741N,,
*0P0150301,TAHU9083417,22T0,CNNBO,18490,KUCHA,228QKW,,
*0P0150302,TAHU9082869,22T0,CNNBO,18520,KUCHA,228QKW,,
*0P0150401,EXFU6613463,22T1,CNNBO,27590,CMCOR,240FL,,
*0P0150402,TAHU9081688,22T0,CNNBO,18510,KUCHA,228QKW,,
*0P0150501,SITU2912313,22G1,VNHPH,17342.4,ITCBO,1741N,,
*0P0150502,TAHU9085739,22T0,CNNBO,18520,KUCHA,228QKW,,
*0P0150601,TAHU9080465,22T0,CNNBO,18490,KUCHA,228QKW,,
*0P0150602,TAHU9086870,22T0,CNNBO,18540,KUCHA,228QKW,,
*0P0170101,ECMU1748226,23GP,TWKEL,21380,,,KUCHA,231QKE
*0P0170102,WHLU0691726,22G1,CNNBO,2412,WH202,N619,,
*0P0170103,BOBU0000010,22TN,GBSOU,3600,,,CGBGV,243FL
*0P0170201,TAHU9083314,22T0,CNNBO,18530,KUCHA,228QKW,,
*0P0170202,SUNU9521009,23TN,CNJIL,21600,,,ITCBO,1743S
*0P0170301,SUNU9520276,23TN,CNJIL,21600,,,ITCBO,1743S
*0P0170302,SUNU9520851,23TN,CNJIL,21600,,,ITCBO,1743S
*0P0170401,NYKU3752504,23GP,DEHAM,18626,,,UAAMU,003W
*0P0170402,CMAU0738426,23GP,TWKEL,21380,,,KUCHA,231QKE
*0P0170501,SUNU9520297,23TN,CNJIL,21600,,,ITCBO,1743S
*0P0170502,GLDU3873236,22G0,EGSOK,23589,APLGY,240ME,,
*0P0190101,NYKU3913656,23GP,GBSOU,8861,,,UAAMU,003W
*0P0190102,WHSU2113851,22G1,CNNBO,6975,WH202,N619,,
*0P0190201,UTCU4657621,23TN,ESALG,21600,,,CGBGV,243FL
*0P0190301,EXFU0707328,23TN,ITGOA,25080,,,MYKHM,009W
*0P0190302,XHCU8000580,23TN,CNNS2,25130,,,CSXTC,167S
*0P0190401,SIMU2590171,23TN,ITGOA,25060,,,MYKHM,009W
*0P0190402,EURU1967401,23TN,CNNS2,25140,,,CSXTC,167S
*0P0190501,ECMU1538889,23GP,TWKEL,21380,,,KUCHA,231QKE
*0P0190502,EURU1961419,23TN,CNNS2,25150,,,CSXTC,167S
*0P0190601,SUNU9520595,23TN,CNJIL,21600,,,ITCBO,1743S
*0P0190602,SUNU9520785,23TN,CNJIL,21600,,,ITCBO,1743S
*0P0270201,SITU2873897,23GP,CNJIL,25412,,,ITCBO,1743S
*0P0270202,TEMU5982734,22G1,CNNBO,2950,WH202,N619,,
*0P0270501,FCIU2655347,23GP,GBSOU,13890.6,,,UAAMU,003W
*0P0270502,UTTU2610765,23TN,DEHAM,23600,,,UAAMU,003W
*1A0080101,TGHU7534406,45GP,NAWBA,24200,,,MARCU,1707
*1A0080102,TGBU5236139,45GP,NAWBA,22000,,,MARCU,1707
*1A0080103,TCNU1166115,45G1,NAWBA,24200,,,MARCU,1707
*1A0080201,TCNU1165715,45G1,NAWBA,26557,,,MARCU,1707
*1A0080202,GVCU5289465,45G1,NAWBA,27200,,,MARCU,1707
*1A0080203,ECMU9448354,45GP,NAWBA,30200,,,MARCU,1707
*1A0080401,MRSU3757611,45GP,NGAPP,25687,,,MARCU,1707
*1A0080402,MSKU8012981,45GP,NGAPP,31700,,,MARCU,1707
*1A0080403,MRKU2016740,45G1,NGAPP,31776,,,MARCU,1707
*1A0080501,MSKU1039450,45G1,NGAPP,18193,,,MARCU,1707
*1A0080502,MRKU5517200,45G1,NGAPP,18200,,,MARCU,1707
*1A0080503,MRKU2426494,45G1,NGAPP,17200,,,MARCU,1707
*1A0080504,BMOU4181927,45GP,NGAPP,16827,,,MARCU,1707
*1A0080601,MRKU4271236,45G1,NGAPP,20732,,,MARCU,1707
*1A0080602,PONU7445586,45G1,NGAPP,21707,,,MARCU,1707
*1A0080603,MRKU5280361,45G1,NGAPP,25200,,,MARCU,1707
*1A0120101,TGBU5237114,45G1,NGTIN,21200,,,MARCU,1707
*1A0120102,CMAU4279602,45GP,NGTIN,24200,,,MARCU,1707
*1A0120103,TGBU5236632,45GP,NGTIN,22200,,,MARCU,1707
*1A0120201,TCLU5574606,45GP,NGTIN,25990,,,MARCU,1707
*1A0120202,PONU7352328,45GP,NGTIN,25080,,,MARCU,1707
*1A0120301,CAIU8788539,45G1,NGTIN,30782,,,YZHOU,C742N
*1A0120302,PCIU8889553,45G1,NGTIN,29939.8,,,LHE22,JT3159N
*1A0120303,TCNU6584479,45G1,NGTIN,28720,,,LHE22,JT3159N
*1A0120401,BMOU5853203,45G1,NGTIN,14600,,,LHE22,JT3158N
*1A0120501,PCIU8324412,45G1,NGTIN,18940,,,LHE22,JT3159N
*1A0120502,CAIU9369769,45G1,NGTIN,19095,,,YZHOU,C742N
*1A0120503,CSLU6302438,45G1,NGTIN,24285,,,LHE22,JT3159N
*1A0120601,CCLU7041235,45G1,NGTIN,29150,,,LHE22,JT3159N
*1A0120602,CBHU9070398,45GP,NGTIN,29150,,,LHE22,JT3159N
*1A0120603,CAIU9373645,45G1,NGTIN,30782,,,YZHOU,C742N
*1A0150101,GLDU9773893,22G1,GHTEM,11035,,,LHE22,JT3159N
*1A0150102,TCKU2029410,22G1,GHTEM,19750,,,LHE22,JT3158N
*1A0150103,CBHU4475412,23GP,GHTEM,22910,,,LHE22,JT3159N
*1A0150301,CRSU1147923,22G1,RUVYP,19190,,,YZHOU,B742N
*1A0150302,CRXU3214576,22G1,RUVYP,19480,,,YZHOU,B742N
*1A0150401,CBHU3505169,23GP,NGTIN,22600,,,LHE22,JT3159N
*1A0150501,CBHU3970880,22G1,NGTIN,24910,,,LHE22,JT3159N
*1A0150502,PCIU2205000,22G1,NGTIN,22834,,,LHE22,JT3159N
*1A0150503,CSNU1082976,22G1,NGTIN,24910,,,LHE22,JT3159N
*1A0150504,CAIU3488272,22G1,NGTIN,24910,,,LHE22,JT3159N
*1A0150601,CSNU1165880,22G1,NGTIN,24910,,,LHE22,JT3159N
*1A0150602,CSLU1867468,22G1,NGTIN,24910,,,LHE22,JT3159N
*1A0150603,BSIU2695542,22G1,NGTIN,28300,,,LHE22,JT3159N
*1A0180101,MSKU0078241,45G1,NGONN,11200,,,MARCU,1707
*1A0180102,MRKU3108271,45GP,NGONN,11793,,,MARCU,1707
*1A0180103,MSKU0654455,45GP,NGONN,18700,,,MARCU,1707
*1A0180201,MSKU1407378,45G1,NGONN,28200,,,MARCU,1707
*1A0180202,TGBU5227712,45G1,NGONN,27700,,,MARCU,1707
