location,no,size_type,pod,weight,vessel_name_in,voyage_in,vessel_name_out,voyage_out
*2U0180401,TCNU7288656,45GP,CNNBO,4200,KTO88,713S,,
*2U0180402,KKFU8037160,45GP,CNNBO,4200,KTO88,713S,,
*2U0180403,KKFU7532385,45GP,CNNBO,4200,KTO88,713S,,
*2U0180404,DFSU7429259,45GP,CNNBO,4200,KTO88,713S,,
*2U0180405,KKFU7893367,45GP,CNNBO,4200,KTO88,713S,,
*2U0180501,TCNU6815027,45GP,CNNBO,4200,KTO88,713S,,
*2U0180502,TCLU7874979,45GP,CNNBO,4200,KTO88,713S,,
*2U0180503,XINU8109576,45GP,CNNBO,4200,KTO88,713S,,
*2U0180504,SEGU5857720,45GP,CNNBO,4200,KTO88,713S,,
*2U0180505,KKFU7424098,45GP,CNNBO,4200,KTO88,713S,,
*2U0180601,TCLU4912648,45GP,CNNBO,4200,KTO88,713S,,
*2U0180602,KKFU8099705,45GP,CNNBO,4200,KTO88,713S,,
*2U0180603,BSIU9791743,45GP,CNNBO,4200,KTO88,713S,,
*2U0180604,TCLU9533945,45GP,CNNBO,4200,KTO88,713S,,
*2U0180605,KKFU8000010,45GP,CNNBO,4200,KTO88,713S,,
*2U0180701,BSIU9797211,45GP,CNNBO,4200,KTO88,713S,,
*2U0180702,TCNU4412341,45GP,CNNBO,4200,KTO88,713S,,
*2U0180703,TCNU8344380,45GP,CNNBO,4200,KTO88,713S,,
*2U0180704,KKFU7862094,45GP,CNNBO,4200,KTO88,713S,,
*2U0180705,KKFU7433720,45GP,CNNBO,4200,KTO88,713S,,
*2U0180801,TCNU8540398,45GP,CNNBO,4200,KTO88,713S,,
*2U0180802,SEGU5859071,45GP,CNNBO,4200,KTO88,713S,,
*2U0180803,KKFU7406900,45GP,CNNBO,4200,KTO88,713S,,
*2U0180804,TGHU8698826,45GP,CNNBO,4200,KTO88,713S,,
*2U0180805,TCLU1822535,45GP,CNNBO,4200,KTO88,713S,,
*2U0180901,KKFU7881474,45GP,CNNBO,4200,KTO88,713S,,
*2U0180902,KKFU7727052,45GP,CNNBO,4200,KTO88,713S,,
*2U0180903,FCIU9391992,45GP,CNNBO,4200,KTO88,713S,,
*2U0180904,BMOU4877880,45GP,CNNBO,4200,KTO88,713S,,
*2U0180905,TCNU4412790,45GP,CNNBO,4200,KTO88,713S,,
*2U0181001,TCLU4912421,45GP,CNNBO,4200,KTO88,713S,,
*2U0181002,TCNU8800638,45GP,CNNBO,4200,KTO88,713S,,
*2U0181003,TCLU8637673,45GP,CNNBO,4200,KTO88,713S,,
*2U0181004,TGHU9761380,45GP,CNNBO,4200,KTO88,713S,,
*2U0181005,TCNU4125167,45GP,CNNBO,4200,KTO88,713S,,
*2U0181101,TCLU8228401,45GP,CNNBO,4200,KTO88,713S,,
*2U0181102,TCNU6635160,45GP,CNNBO,4200,KTO88,713S,,
*2U0181103,DFSU7435159,45GP,CNNBO,4200,KTO88,713S,,
*2U0260101,TCLU9088602,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260102,TCLU9928457,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260103,KKFU1710350,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260201,FSCU4756850,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260202,TCLU9371145,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260203,TCLU4043288,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260204,TCLU4785754,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260301,KKFU1494550,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260302,TCLU7586611,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260303,KKFU1676615,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260304,KKFU1714525,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260305,KKFU1774843,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260401,DFSU4379581,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260402,TGHU5253760,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260403,KKFU1863236,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260404,TCLU9269452,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260405,TCKU4381842,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260501,DFSU4381758,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260502,KKFU1779260,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260503,KKFU1207710,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260504,KKFU1728914,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260505,KKFU1771802,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260601,KKFU1718602,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260602,KKFU1713318,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260603,TCLU4111818,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260604,BMOU3009786,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260605,KKFU1826715,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260701,TGHU5252337,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260702,UESU4359445,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260703,TRLU6456905,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260704,CAIU4004813,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260705,TCLU9368964,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260801,KKFU1797237,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260802,CAXU7414120,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260803,TTNU4081483,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260804,KKFU1649055,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260805,CAIU4018078,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260901,TCLU4062101,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260902,KKFU1305682,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260903,TCKU4703980,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260904,KKFU1513393,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0260905,TCLU4285152,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0261001,DFSU4385368,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0261002,TTNU5460820,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0261003,TCKU4603683,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0261004,TCLU9268522,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0261005,TCKU4638967,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0261101,TCKU4624156,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0261102,CAIU4003648,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0261103,TTNU5552314,42G0,CNNBO,4000,NMZ20,1740W,,
*2U0290101,CBHU3708952,23GP,CNJIN,2300,,,COSTB,142N
*2U0290102,SEGU3167433,23GP,CNJIN,2300,,,COSTB,142N
*2U0290103,FCIU5208656,23GP,CNJIN,2300,,,COSTB,142N
*2U0290201,SEGU2026636,23GP,CNJIN,2300,,,COSTB,142N
*2U0290202,SEGU3092838,23GP,CNJIN,2300,,,COSTB,142N
*2U0290203,IPXU3367807,23GP,CNJIN,2300,,,COSTB,142N
*2U0290204,CSLU2277419,23GP,CNJIN,2300,,,COSTB,142N
*2U0290301,FCIU5269100,23GP,CNJIN,2300,,,COSTB,142N
*2U0290302,GLDU5753230,23GP,CNJIN,2300,,,COSTB,142N
*2U0290303,TEMU3032692,23GP,CNJIN,2300,,,COSTB,142N
*2U0290304,CSLU1208603,23GP,CNJIN,2300,,,COSTB,142N
*2U0290305,DRYU2208932,23GP,CNJIN,2300,,,COSTB,142N
*2U0290401,CSLU1282658,23GP,CNJIN,2300,,,COSTB,142N
*2U0290402,DFSU1834784,23GP,CNJIN,2300,,,COSTB,142N
*2U0290403,CSLU1498415,23GP,CNJIN,2300,,,COSTB,142N
*2U0290404,BMOU1042677,23GP,CNJIN,2300,,,COSTB,142N
*2U0290405,CBHU5726770,23GP,CNJIN,2300,,,COSTB,142N
*2U0290501,IPXU3275254,23GP,CNJIN,2300,,,COSTB,142N
*2U0290502,CSLU1930576,23GP,CNJIN,2300,,,COSTB,142N
*2U0290503,SEGU2025157,23GP,CNJIN,2300,,,COSTB,142N
*2U0290504,CSLU1380649,23GP,CNJIN,2300,,,COSTB,142N
*2U0290505,TEMU4883022,23GP,CNJIN,2300,,,COSTB,142N
*2U0290601,UETU2256190,23GP,CNJIN,2300,,,COSTB,142N
*2U0290602,FCIU4862282,23GP,CNJIN,2300,,,COSTB,142N
*2U0290603,CSLU1111866,23GP,CNJIN,2300,,,COSTB,142N
*2U0290604,CSLU1925760,23GP,CNJIN,2300,,,COSTB,142N
*2U0290605,GESU1414083,23GP,CNJIN,2300,,,COSTB,142N
*2U0290701,CSLU1448986,23GP,CNJIN,2300,,,COSTB,142N
*2U0290702,CBHU4278898,23GP,CNJIN,2300,,,COSTB,142N
*2U0290703,FCIU5832620,23GP,CNJIN,2300,,,COSTB,142N
*2U0290704,DFSU1372897,23GP,CNJIN,2300,,,COSTB,142N
*2U0290705,UETU2160186,23GP,CNJIN,2300,,,COSTB,142N
*2U0290801,FCIU5838845,23GP,CNJIN,2300,,,COSTB,142N
*2U0290802,MAGU2485841,23GP,CNJIN,2300,,,COSTB,142N
*2U0290803,TEMU3258329,23GP,CNJIN,2300,,,COSTB,142N
*2U0290804,FCIU3581320,23GP,CNJIN,2300,,,COSTB,142N
*2U0290805,DFSU2076230,23GP,CNJIN,2300,,,COSTB,142N
*2U0290901,CSNU1180709,23GP,CNJIN,2300,,,COSTB,142N
*2U0290902,CSNU1175030,23GP,CNJIN,2300,,,COSTB,142N
*2U0290903,CSLU1910224,23GP,CNJIN,2300,,,COSTB,142N
*2U0290904,CSLU2357746,23GP,CNJIN,2300,,,COSTB,142N
*2U0290905,CBHU5944962,23GP,CNJIN,2300,,,COSTB,142N
*2U0291001,CSLU1866332,23GP,CNJIN,2300,,,COSTB,142N
*2U0291002,SEGU1032423,23GP,CNJIN,2300,,,COSTB,142N
*2U0291003,FCIU5307155,23GP,CNJIN,2300,,,COSTB,142N
*2U0291004,DFSU1786855,23GP,CNJIN,2300,,,COSTB,142N
*2U0291005,TEMU3470019,23GP,CNJIN,2300,,,COSTB,142N
*2U0291101,CCLU3374393,23GP,CNJIN,2300,,,COSTB,142N
*2U0291102,TEMU3347920,23GP,CNJIN,2300,,,COSTB,142N
*2U0291103,CSLU1816985,23GP,CNJIN,2300,,,COSTB,142N
*2U0291104,TEMU4866112,23GP,CNJIN,2300,,,COSTB,142N
*2U0310101,FCIU4611055,23GP,CNJIN,2300,,,COSTB,142N
*2U0310102,CSLU1111296,23GP,CNJIN,2300,,,COSTB,142N
*2U0310103,CSLU1612868,23GP,CNJIN,2300,,,COSTB,142N
*2U0310201,CBHU4344270,23GP,CNJIN,2300,,,COSTB,142N
*2U0310202,BEAU2306487,23GP,CNJIN,2300,,,COSTB,142N
*2U0310203,TRHU1655090,23GP,CNJIN,2300,,,COSTB,142N
*2U0310204,CCLU2903785,23GP,CNJIN,2300,,,COSTB,142N
*2U0310301,TEMU3858112,23GP,CNJIN,2300,,,COSTB,142N
*2U0310302,CSLU1424259,23GP,CNJIN,2300,,,COSTB,142N
*2U0310303,TEMU2765463,23GP,CNJIN,2300,,,COSTB,142N
*2U0310304,SLSU2116161,23GP,CNJIN,2300,,,COSTB,142N
*2U0310305,UETU2479430,23GP,CNJIN,2300,,,COSTB,142N
*2U0310401,TRHU2571456,23GP,CNJIN,2300,,,COSTB,142N
*2U0310402,CCLU3870217,23GP,CNJIN,2300,,,COSTB,142N
*2U0310403,CSLU1241345,23GP,CNJIN,2300,,,COSTB,142N
*2U0310404,CSLU1029260,23GP,CNJIN,2300,,,COSTB,142N
*2U0310405,CSLU2378728,23GP,CNJIN,2300,,,COSTB,142N
*2U0310501,CSLU1167295,23GP,CNJIN,2300,,,COSTB,142N
*2U0310502,FCIU4846194,23GP,CNJIN,2300,,,COSTB,142N
*2U0310503,RFCU2061042,23GP,CNJIN,2300,,,COSTB,142N
*2U0310504,BEAU2082495,23GP,CNJIN,2300,,,COSTB,142N
*2U0310505,CSLU1439372,23GP,CNJIN,2300,,,COSTB,142N
*2U0310601,CSLU1150517,23GP,CNJIN,2300,,,COSTB,142N
*2U0310602,CBHU3417216,23GP,CNJIN,2300,,,COSTB,142N
*2U0310603,CSLU1437913,23GP,CNJIN,2300,,,COSTB,142N
*2U0310604,CBHU4321253,23GP,CNJIN,2300,,,COSTB,142N
*2U0310605,CSLU1257315,23GP,CNJIN,2300,,,COSTB,142N
*2U0310701,DFSU1618255,23GP,CNJIN,2300,,,COSTB,142N
*2U0310702,CBHU3486808,23GP,CNJIN,2300,,,COSTB,142N
*2U0310703,TEMU3881257,23GP,CNJIN,2300,,,COSTB,142N
*2U0310704,TRHU3970893,23GP,CNJIN,2300,,,COSTB,142N
*2U0310705,CSNU1203620,23GP,CNJIN,2300,,,COSTB,142N
*2U0310801,CCLU3788881,23GP,CNJIN,2300,,,COSTB,142N
*2U0310802,CBHU4115680,23GP,CNJIN,2300,,,COSTB,142N
*2U0310803,CSNU1205350,23GP,CNJIN,2300,,,COSTB,142N
*2U0310804,CSNU1211060,23GP,CNJIN,2300,,,COSTB,142N
*2U0310805,CSLU1508112,23GP,CNJIN,2300,,,COSTB,142N
*2U0310901,BMOU2942483,23GP,CNJIN,2300,,,COSTB,142N
*2U0310902,CCLU3386270,23GP,CNJIN,2300,,,COSTB,142N
*2U0310903,CSLU1685442,23GP,CNJIN,2300,,,COSTB,142N
*2U0310904,CSLU1504246,23GP,CNJIN,2300,,,COSTB,142N
*2U0310905,CCLU3739608,23GP,CNJIN,2300,,,COSTB,142N
*2U0311001,WBPU2010018,23GP,CNJIN,2300,,,COSTB,142N
*2U0311002,CSLU1281348,23GP,CNJIN,2300,,,COSTB,142N
*2U0311003,TEMU4870792,23GP,CNJIN,2300,,,COSTB,142N
*2U0311004,CCLU3888387,23GP,CNJIN,2300,,,COSTB,142N
*2U0311005,FCIU4856166,23GP,CNJIN,2300,,,COSTB,142N
*2U0311101,FCIU5703794,23GP,CNJIN,2300,,,COSTB,142N
*2U0311102,CSLU1552455,23GP,CNJIN,2300,,,COSTB,142N
*2U0311103,TEMU3381478,23GP,CNJIN,2300,,,COSTB,142N
*2U0311104,CSLU1642625,23GP,CNJIN,2300,,,COSTB,142N
*2U0340101,WHLU5763048,45G1,CNNBO,4200,WH202,N619,,
*2U0340102,TCNU7266338,45G1,CNNBO,4200,WH202,N619,,
*2U0340103,DFSU7646320,45G1,CNNBO,4200,WH202,N619,,
*2U0340201,DFSU7758207,45G1,CNNBO,4200,WH202,N619,,
*2U0340202,TCNU7974018,45G1,CNNBO,4200,WH202,N619,,
*2U0340203,TGHU9718300,45G1,CNNBO,4200,WH202,N619,,
*2U0340204,TEMU8115399,45G1,CNNBO,4200,WH202,N619,,
*2U0340301,TGHU8331569,45G1,CNNBO,4200,WH202,N619,,
*2U0340302,WHLU5240242,45G1,CNNBO,4200,WH202,N619,,
*2U0340303,TCLU5205188,45G1,CNNBO,4200,WH202,N619,,
*2U0340304,WHLU5741542,45G1,CNNBO,4200,WH202,N619,,
*2U0340305,WHLU5458506,45G1,CNNBO,4200,WH202,N619,,
*2U0340401,WHLU5468398,45G1,CNNBO,4200,WH202,N619,,
*2U0340402,WHLU5273251,45G1,CNNBO,4200,WH202,N619,,
*2U0340403,WHLU5745466,45G1,CNNBO,4200,WH202,N619,,
*2U0340404,WHLU5506836,45G1,CNNBO,4200,WH202,N619,,
*2U0340405,CAIU9391422,45G1,CNNBO,4200,WH202,N619,,
*2U0340501,WHSU5058207,45G1,CNNBO,4200,WH202,N619,,
*2U0340502,WHLU5660939,45G1,CNNBO,4200,WH202,N619,,
*2U0340503,WHLU5650458,45G1,CNNBO,4200,WH202,N619,,
*2U0340504,DFSU7617050,45G1,CNNBO,4200,WH202,N619,,
*2U0340505,TCNU4162617,45G1,CNNBO,4200,WH202,N619,,
*2U0340601,TCNU4709751,45G1,CNNBO,4200,WH202,N619,,
*2U0340602,WHLU5686321,45G1,CNNBO,4200,WH202,N619,,
*2U0340603,WHLU5606820,45G1,CNNBO,4200,WH202,N619,,
*2U0340604,INKU6510678,45G1,CNNBO,4200,WH202,N619,,
*2U0340605,WHLU5570917,45G1,CNNBO,4200,WH202,N619,,
*2U0340701,GESU5706247,45G1,CNNBO,4200,WH202,N619,,
*2U0340702,TCLU8018370,45G1,CNNBO,4200,WH202,N619,,
*2U0340703,TCNU7849150,45G1,CNNBO,4200,WH202,N619,,
*2U0340704,WHLU5373076,45G1,CNNBO,4200,WH202,N619,,
*2U0340705,FCIU8942724,45G1,CNNBO,4200,WH202,N619,,
*2U0340801,WHLU5389750,45G1,CNNBO,4200,WH202,N619,,
*2U0340802,WHLU5645805,45G1,CNNBO,4200,WH202,N619,,
*2U0340803,WHLU5205690,45G1,CNNBO,4200,WH202,N619,,
*2U0340804,DFSU7824870,45G1,CNNBO,4200,WH202,N619,,
*2U0340805,TCLU5161080,45G1,CNNBO,4200,WH202,N619,,
*2U0340901,TCNU4174264,45G1,CNNBO,4200,WH202,N619,,
*2U0340902,WHLU5390324,45G1,CNNBO,4200,WH202,N619,,
*2U0340903,WHLU5769679,45G1,CNNBO,4200,WH202,N619,,
*2U0340904,TCNU4321750,45G1,CNNBO,4200,WH202,N619,,
*2U0340905,WHSU5244270,45G1,CNNBO,4200,WH202,N619,,
*2U0341001,WHLU6019832,45G1,CNNBO,4200,WH202,N619,,
*2U0341002,WHLU5182634,45G1,CNNBO,4200,WH202,N619,,
*2U0341003,WHSU5059287,45G1,CNNBO,4200,WH202,N619,,
*2U0341004,TCLU6355602,45G1,CNNBO,4200,WH202,N619,,
*2U0341005,TCNU4306400,45G1,CNNBO,4200,WH202,N619,,
*2U0341101,TCNU4307346,45G1,CNNBO,4200,WH202,N619,,
*2U0410101,CSLU1097942,23GP,CNJIN,2300,,,COSTB,142N
*2U0410102,CSLU1640514,23GP,CNJIN,2300,,,COSTB,142N
*2U0410103,CSLU1019750,23GP,CNJIN,2300,,,COSTB,142N
*2U0410201,FCIU5015770,23GP,CNJIN,2300,,,COSTB,142N
*2U0410202,UETU2217506,23GP,CNJIN,2300,,,COSTB,142N
*2U0410203,CBHU4461208,23GP,CNJIN,2300,,,COSTB,142N
*2U0410204,TGHU1071794,23GP,CNJIN,2300,,,COSTB,142N
*2U0410301,TEMU4029076,23GP,CNJIN,2300,,,COSTB,142N
*2U0410302,FCIU4555476,23GP,CNJIN,2300,,,COSTB,142N
*2U0410303,CBHU3971980,23GP,CNJIN,2300,,,COSTB,142N
*2U0410304,CBHU5655980,23GP,CNJIN,2300,,,COSTB,142N
*2U0410305,TCKU2557228,23GP,CNJIN,2300,,,COSTB,142N
*2U0410401,CBHU4409257,23GP,CNJIN,2300,,,COSTB,142N
*2U0410402,CBHU4162974,23GP,CNJIN,2300,,,COSTB,142N
*2U0410403,TCKU2536122,23GP,CNJIN,2300,,,COSTB,142N
*2U0410404,TRHU2534241,23GP,CNJIN,2300,,,COSTB,142N
*2U0410405,CSLU1786772,23GP,CNJIN,2300,,,COSTB,142N
*2U0410501,CBHU4145827,23GP,CNJIN,2300,,,COSTB,142N
*2U0410502,DFSU1177680,23GP,CNJIN,2300,,,COSTB,142N
*2U0410503,BEAU2259209,23GP,CNJIN,2300,,,COSTB,142N
*2U0410504,FCIU4956782,23GP,CNJIN,2300,,,COSTB,142N
*2U0410505,CCLU3608969,23GP,CNJIN,2300,,,COSTB,142N
*2U0410601,FCIU5859302,23GP,CNJIN,2300,,,COSTB,142N
*2U0410602,SLSU2023520,23GP,CNJIN,2300,,,COSTB,142N
*2U0410603,CCLU3807385,23GP,CNJIN,2300,,,COSTB,142N
*2U0410604,TEMU3128794,23GP,CNJIN,2300,,,COSTB,142N
*2U0410605,CSLU1694125,23GP,CNJIN,2300,,,COSTB,142N
*2U0410701,SEGU2908207,23GP,CNJIN,2300,,,COSTB,142N
*2U0410702,IPXU3269328,23GP,CNJIN,2300,,,COSTB,142N
*2U0410703,CBHU3569395,23GP,CNJIN,2300,,,COSTB,142N
*2U0410704,TRHU3154307,23GP,CNJIN,2300,,,COSTB,142N
*2U0410705,CSLU1303236,23GP,CNJIN,2300,,,COSTB,142N
*2U0410801,CSLU1185998,23GP,CNJIN,2300,,,COSTB,142N
*2U0410802,RFCU2135551,23GP,CNJIN,2300,,,COSTB,142N
*2U0410803,BSIU2434831,23GP,CNJIN,2300,,,COSTB,142N
*2U0410804,CBHU4305550,23GP,CNJIN,2300,,,COSTB,142N
*2U0410805,CSLU2157687,23GP,CNJIN,2300,,,COSTB,142N
*2U0410901,DFSU2332944,23GP,CNJIN,2300,,,COSTB,142N
*2U0410902,GVCU2165938,23GP,CNJIN,2300,,,COSTB,142N
*2U0410903,TEMU3548734,23GP,CNJIN,2300,,,COSTB,142N
*2U0410904,GATU1327424,23GP,CNJIN,2300,,,COSTB,142N
*2U0410905,CBHU4179581,23GP,CNJIN,2300,,,COSTB,142N
*2U0411001,CSLU1806565,23GP,CNJIN,2300,,,COSTB,142N
*2U0411002,SEGU1545154,23GP,CNJIN,2300,,,COSTB,142N
*2U0411003,CBHU5942656,23GP,CNJIN,2300,,,COSTB,142N
*2U0411004,DFSU1157791,23GP,CNJIN,2300,,,COSTB,142N
*2U0411005,CSLU1735055,23GP,CNJIN,2300,,,COSTB,142N
*2U0411101,CSLU1462829,23GP,CNJIN,2300,,,COSTB,142N
*2U0411102,CSLU1793431,23GP,CNJIN,2300,,,COSTB,142N
*2U0411103,TEMU3086955,23GP,CNJIN,2300,,,COSTB,142N
*2U0411104,CSLU2215612,23GP,CNJIN,2300,,,COSTB,142N
*2U0430101,FCIU5727559,23GP,CNJIN,2300,,,COSTB,142N
*2U0430102,CSLU2202723,23GP,CNJIN,2300,,,COSTB,142N
*2U0430103,TRHU3986101,23GP,CNJIN,2300,,,COSTB,142N
*2U0430201,CCLU3756945,23GP,CNJIN,2300,,,COSTB,142N
*2U0430202,CSLU1057683,23GP,CNJIN,2300,,,COSTB,142N
*2U0430203,CAIU3716270,23GP,CNJIN,2300,,,COSTB,142N
*2U0430204,SEGU3092442,23GP,CNJIN,2300,,,COSTB,142N
*2U0430301,CCLU2881686,23GP,CNJIN,2300,,,COSTB,142N
*2U0430302,FCIU4558860,23GP,CNJIN,2300,,,COSTB,142N
*2U0430303,CCLU3434450,23GP,CNJIN,2300,,,COSTB,142N
*2U0430304,CBHU3953760,23GP,CNJIN,2300,,,COSTB,142N
*2U0430305,BMOU2660284,23GP,CNJIN,2300,,,COSTB,142N
*2U0430401,TRHU1648110,23GP,CNJIN,2300,,,COSTB,142N
*2U0430402,BSIU3136338,23GP,CNJIN,2300,,,COSTB,142N
*2U0430403,FCIU5316748,23GP,CNJIN,2300,,,COSTB,142N
*2U0430404,CCLU3306491,23GP,CNJIN,2300,,,COSTB,142N
*2U0430405,CBHU5783359,23GP,CNJIN,2300,,,COSTB,142N
*2U0430501,CCLU3710733,23GP,CNJIN,2300,,,COSTB,142N
*2U0430502,TCKU3043624,23GP,CNJIN,2300,,,COSTB,142N
*2U0430503,CBHU4219299,23GP,CNJIN,2300,,,COSTB,142N
*2U0430504,DFSU2326411,23GP,CNJIN,2300,,,COSTB,142N
*2U0430505,CSLU1995978,23GP,CNJIN,2300,,,COSTB,142N
*2U0430601,CCLU3581066,23GP,CNJIN,2300,,,COSTB,142N
*2U0430602,MAGU2236520,23GP,CNJIN,2300,,,COSTB,142N
*2U0430603,CBHU3495076,23GP,CNJIN,2300,,,COSTB,142N
*2U0430604,FCIU5269590,23GP,CNJIN,2300,,,COSTB,142N
*2U0430605,BSIU2164227,23GP,CNJIN,2300,,,COSTB,142N
*2U0430701,CCLU2917773,23GP,CNJIN,2300,,,COSTB,142N
*2U0430702,CSLU1674746,23GP,CNJIN,2300,,,COSTB,142N
*2U0430703,TCKU1002816,23GP,CNJIN,2300,,,COSTB,142N
*2U0430704,CBHU5718570,23GP,CNJIN,2300,,,COSTB,142N
*2U0430705,CBHU3754388,23GP,CNJIN,2300,,,COSTB,142N
*2U0430801,TRHU2559358,23GP,CNJIN,2300,,,COSTB,142N
*2U0430802,CBHU5640872,23GP,CNJIN,2300,,,COSTB,142N
*2U0430803,CBHU5951160,23GP,CNJIN,2300,,,COSTB,142N
*2U0430804,TCKU3451837,23GP,CNJIN,2300,,,COSTB,142N
*2U0430805,TRHU2075610,23GP,CNJIN,2300,,,COSTB,142N
*2U0430901,CSLU1943130,23GP,CNJIN,2300,,,COSTB,142N
*2U0430902,WBPU2024330,23GP,CNJIN,2300,,,COSTB,142N
*2U0430903,CSLU1138656,23GP,CNJIN,2300,,,COSTB,142N
*2U0430904,CSNU1082678,23GP,CNJIN,2300,,,COSTB,142N
*2U0430905,CBHU4242658,23GP,CNJIN,2300,,,COSTB,142N
*2U0431001,CCLU3425952,23GP,CNJIN,2300,,,COSTB,142N
*2U0431002,CSLU1842053,23GP,CNJIN,2300,,,COSTB,142N
*2U0431003,CSLU1735646,23GP,CNJIN,2300,,,COSTB,142N
*2U0431004,CCLU3404538,23GP,CNJIN,2300,,,COSTB,142N
*2U0431005,TCKU2575535,23GP,CNJIN,2300,,,COSTB,142N
*2U0431101,TEMU3575468,23GP,CNJIN,2300,,,COSTB,142N
*2U0431102,CSNU1058413,23GP,CNJIN,2300,,,COSTB,142N
*2U0431103,CBHU5637966,23GP,CNJIN,2300,,,COSTB,142N
*2U0431104,DFSU1784488,23GP,CNJIN,2300,,,COSTB,142N
*2U0460101,YMLU8827597,45G1,CNNBO,4200,UASTI,002E,,
*2U0460102,BEAU4504394,45G1,CNNBO,4200,UASTI,002E,,
*2U0460103,SEGU5356605,45G1,CNNBO,4200,UASTI,002E,,
*2U0460201,YMMU6038504,45G1,CNNBO,4200,UASTI,002E,,
*2U0460202,TEMU7665214,45G1,CNNBO,4200,UASTI,002E,,
*2U0460203,YMLU8592614,45G1,CNNBO,4200,UASTI,002E,,
*2U0460204,TCNU4752070,45G1,CNNBO,4200,UASTI,002E,,
*2U0460301,YMLU8417118,45G1,CNNBO,4200,UASTI,002E,,
*2U0460302,YMLU8751378,45G1,CNNBO,4200,UASTI,002E,,
*2U0460303,BMOU6323321,45G1,CNNBO,4200,UASTI,002E,,
*2U0460304,YMLU8979250,45G1,CNNBO,4200,UASTI,002E,,
*2U0460305,TEMU7711480,45G1,CNNBO,4200,UASTI,002E,,
*2U0460401,MAGU5665050,45G1,CNNBO,4200,UASTI,002E,,
*2U0460402,TEMU8130156,45G1,CNNBO,4200,UASTI,002E,,
*2U0460403,YMMU6158813,45G1,CNNBO,4200,UASTI,002E,,
*2U0460404,SEGU6143369,45G1,CNNBO,4200,UASTI,002E,,
*2U0460405,TGCU5035360,45G1,CNNBO,4200,UASTI,002E,,
*2U0460501,SEGU5818534,45G1,CNNBO,4200,UASTI,002E,,
*2U0460502,YMLU8798396,45G1,CNNBO,4200,UASTI,002E,,
*2U0460503,YMMU6126159,45G1,CNNBO,4200,UASTI,002E,,
*2U0460504,BMOU6005892,45G1,CNNBO,4200,UASTI,002E,,
*2U0460505,YMLU8922594,45G1,CNNBO,4200,UASTI,002E,,
*2U0460601,BMOU6289079,45G1,CNNBO,4200,UASTI,002E,,
*2U0460602,TCNU2329665,45G1,CNNBO,4200,UASTI,002E,,
*2U0460603,TEMU8767329,45G1,CNNBO,4200,UASTI,002E,,
*2U0460604,YMLU8383511,45G1,CNNBO,4200,UASTI,002E,,
